conversation_id,clean_text,cluster
21490,frnd ordered kindle wich was not delivered.He canceled order &amp; U agreed. Bt aftr a mnth U r denying to give refund. Disappointing,24
21493,Why does not Amazon support the Arabic language knowing that many customers have 85% of the Arabs?,0
21496,Got fake mobiles twice instead of my ordered One Plus 5.Its been 15days since I'm struggling.#Shame #fraud #OnePlus5 #AmazonIndia,16
21503,"Amit Agarwal, SVP &amp; Country Head, in conversation with",0
21507,cheat trick by,0
21510,"No, , 2 day shipping doesn't mean it should arrive next Monday, much less next Tuesday. I guess I'm going to a store for that gift.",8
21534,my one rufund is pending since last two months order id is - # 404-1737173-1054737.every time I've been asked to wait .,21
21586,"order Id: 171-0365118-2187508. Stop fooling around and deliver the package, and I want compensation for your delivery agent being rude to my wife, and trust me this is not the first time this is happening..I want a resolution",21
21851,"please don't fool customers. You tell one day delivery with prime, but shows delivery after 5 days! Not at all satisfactory.",12
21861,"Alexa, I can't login to iOS app, can you help? I'm in China",13
21863,So now I have to sell my kidneys to get an ab roller? #Amazon #LOL,0
21871,Yo stop putting my account on hold! I just got it off hold yesterday and it's already back on hold and orders cancelled wtf!?,23
21875,"I was supposed to receive a call back, is this how you want to be a world class company, pls sort my issue out 9051282828",21
21880,Customer care is not capable of solving issues regarding refund and return. Need to speak to senior manager who can solve the prob,19
21884,I hv misplaced bill 4 order no. 402-8074723-5695532 plz send me soft copy as der is sm problem wid mi phone n need imei no.,21
21901,"can I pls have a direct email address for someone with a brain for your love film by post service,online help proving impossible",14
21905,Anyone here who has used Amazon Echo or Echo plus? How is the experience? Have a couple of questions that their rep doesn't know,18
21914,#AmazonPayAppQuiz who's the winner,0
21941,fed up pls look Order#4__credit_card__. I want my products dont need apologies. more than 5 apologise withme,0
21944,fire the india sales team. For last 6 days they schedule and cancel the pickup. 404-7148114-1043526,21
21956,product is not deliverable to any single pincode in India. making customers fool by listing product at low price,0
21966,I ordered iPhone SE 128gb space grey and this is what was delivered.,24
22147,"Jeff,India help team is useless. Just provides link but fails to act.",1
22152,is Morrissey's gig at Brighton Arena included in the pre sale today? #fingerscrossed,10
22166,"Thanks for spooking me on Halloween with an iPhone cable that caught on fire, needed a good scare #HappyHalloween2017",0
22170,"EVERY time I send something back (which is rare), I get these. Amazon apologise. Rinse &amp; repeat. 4 times. Can NOTHING be done? 😒",4
22175,"Ths is so unprofessional of u guys.10k ws deducted frm my ac4no reasn&amp;tld tht it wil b compensated,but there's no ans.",0
22186,I order product on 10th Oct and you ate company not able to deliver now making excuse to refund my money.,17
22189,why don’t you have the Royal Albert Hall Morrissey date on the pre-sale? 🤔,11
22191,Yo thanks 😝,0
22193,"Hi, prime was available for 599/- per year few days back. Can you remind me when it will be back?",5
22197,"Thanks . Paid for prime membership to ensure next day delivery, 5 days later still waiting. No sd card for me then #AmazonWhine",12
22217,I’m unsure how a book can be ‘currently unavailable’ from the Store. Do they have to post it on a thumb drive &amp; have run out?,0
22219,#my Prime membership expired &amp; I got a notification AFTER that. Now I've had to renew at higher cost. (1),16
22221,"worst service experience in last 3 months, delivery boy is so unprofessional &amp; absurd in talking as if he is doing favour for me",2
22478,delivery boy was too arrogant when I asked him to deliver my order next day he cancelled my order#annoyed,2
22480,Thankyou for ur super fast delivery and loving the prime membership😍😍😍,2
22483,"I had ordered a RedMi 4, 4GB, 64Gb. delivered faulty piece, want re-order the product price. was going out nxt day.",24
22499,"three times I have asked UAE to deliver my parcel and it is still at their warehouse, absolutely rubbish!!!!!!",0
22505,"Is there a problem with books in the last couple of days? Been trying to buy one that is a bestseller but you say only third parties offer it which is odd. Similarly, the link for a book I ghosted - also a bestseller at the moment - says 3rd party only.",5
22527,Good morning - Day 4 of terrible customer service continues I guess Read:,6
22538,Dear I've been paying for prime for awhile and having 2 packages due today &amp; one being undeliverable is VERY annoying. Explain,7
22542,Hi I returned my order and I followed the proper procedure but got back an empty dabba from post office. PFA photos,16
22548,what's update of this?,0
22554,horrible experience. Pathetic cs care . Worst experience. Even a prime member,0
22557,I was waiting from morning but shipment not delivered and wrong status updated.,9
22559,pin set and purchase restrictions on. So WHY is my toddler still able to buy 3 films?,0
22569,went through my amazon account and realized i bought a record and never got it last year...,3
22571,Ordered on 7 October 2017 Order# 403-7284574-6433108 not yet delivered. No way to cancel and get refund.,21
22574,That's return experience summed up in 2 images. The pick up person has been rescheduling and cancelling on his own.,20
22579,"it's 3rd week still I haven't received my replacement order, I had received unworkable mobile &amp; still it's not replace #Amazon",0
22593,need a help..ordered a gift for sister...would you please deliver it before coming Sunday ?,15
23038,"I got it today. It’s impossible to find the instructions for return and refund. Anyway, the refund is only 14$, ant the whole thing costed 46$. Not fair",20
23170,is it #ethical to sell Audible in India if the support lies on shore? Why push this service down a customers throat?,18
23189,having problems getting a parcel delivered as it’s to a business address. They keep coming at 5:30 which is too late.,24
23198,"Order number 407-2412845-1630730, how to change shipping address?",21
23208,can you explain why a package I was due to receive yesterday was marked as refused at my address - when no one refused it? Poor.,22
23215,Hi can you tell me how I make a complaint about your delivery drivers?,2
23219,I have over $1225 gift cards on my amazon account but I can’t use it to order an item .. why is that ? I was told my account,3
23961,paid my yearly prime fee and my next order I get a delivery attempt sms even though I was waiting at the address. Not impressed!,9
23969,You customer service number doesn't let me reach any rep. How do I talk to someone ?,6
23976,"Hey, is the brighton date not included in the pre-sale for morrissey??",0
23983,"pre-ordered CoD WW2 on the 5th july, says today it won’t be delivered until 4th Nov, the day after release? Why is this?",10
23993,I got a DEAD PHONE from Amazon.I ordered Iphone 7 32 gb rose gold from GREEN MOBILES.CAN SOMEONE FROM AMAZON REPLY ME ON THIS,16
23995,Absolutely love They processed a return on a product that a local vendor would not have even pursued the warranty.,20
23997,"I placed ds ordr n status is still ‘on d way’, is not dis ur failure to track ur deliveries on time? Disgustng",4
24001,hi why you end no emi cost on PS4 I was about to purchase today😑😬🙄🤔😒😔😕☹️,10
24056,Hello order not delivered OD__credit_card__ not delivered but SMS &amp; email received regarding its delivery.ph 08797297187,24
24060,"your android app has been non responsive for weeks now. Can't search, only displays a puppy. 🤔",13
24472,be careful while ordering any item from and asking for an extended warranty. Activating the warranty is a nightmare,0
