conversation_id,customer_message,brand_reply
5159,Can u contact me on whatspp,"We wouldn't be able to contact you via Whatsapp. However, you can request a call from here: so that we can assist you accordingly. ^BV"
5159,This phone is discontinued by manufacturer than why amazone selling it?,"Could you please let us know which phone you're referring to, Navin. We'll assist accordingly. ^MP"
5159,"I'm presently using OP3T, is there any exchange policy.. I just can't wait to get my hands on 5T.. in love with it..",The Oneplus 5T contest on our app has expired. Kindly stay tuned for more contests. ^SH
5159,#cheater amazon cheated rs 8499 as amazon pay balance after holding my amazon account without informing any reason,We are glad that you liked it. ^KK
5159,Please send 5 T sale details. I am much interested.,"As mentioned earlier, kindly reply to email you received from our account specialist team as they are the right point of contact regarding account hold. ^AU"
5159,as i have told you earlier that email is not regiterd. shameless people you are ?,"the support team from here and the team would help you with registering your e-mail and other concerns, if you have any. 2/2 ^KK"
5159,Thanks but what about the one I ordered before. I haven't received that one...,We've sent the correspondence to your registered email ID. Kindly check it here: ^GK
5159,This site is not opening,That's strange; the link provided earlier seems to work fine. Please try sharing your details here: and let us know if the issue still persists. We'll check this further for you. ^VN
5159,Still the problem is there,Could you confirm if you're able to share your details from the link provided earlier? ^HS
5159,"Amazon Order Id: 406-7312247-1577105, with tracking ID 216273853933 is not delivered, Please do the needfull",Apologies for the delay with the delivery of your order. We'd like to help. Kindly report it to our support team here: and we'll have this resolved at the earliest. 1/2 ^KH
5159,Thank you for your interest! You will be notified soon for the OnePlus 5T sale on Amazon.in,Please don't share your order details as we consider it to be personal information. Our Twitter page is public. 2/2 ^KH
5159,Thank you so much🙏🙏🙏,You're welcome! :) ^HS
5159,Iam not able to open this site,It seems to be working fine. Kindly let us know what is the error you are getting? ^SG
5159,Price Please,Here you go: ^SG
5159,But why are you guys not giving COD.,"I'm sorry for the disappointment, cash on delivery facility is limited to few postal codes only. I'll forward your comments as feedback to the relevant team for improvements. ^MJ"
5159,"Your exchange offer for one plus 3T is very low, bought it just 3 months ago. I lost interest. So never mind.","We always provide the best exchange deals available with our vendors, I'll forward your comments as feedback for improvements. ^MJ"
5159,"It's not about postal codes,It says COD unavailable for orders above 30,000.","I understand your concern regarding cash o delivery. However, cash on delivery is available only on orders Fulfilled by Amazon and Prime Eligible orders worth 30,000 or less. You can check for more information about availability of COD here: ^SC"
5159,"The all new OnePlus 5T is here, an Amazon Exclusive. Get yours now. #ANewView","WOW! We are excited too, to get that delivered at the earliest. ^KK"
5159,"The all new OnePlus 5T is here, an Amazon Exclusive. Get yours now. #ANewView",Glad to know you've booked one. I'm sure you'll have fun using it. ^NS
5159,"The all new OnePlus 5T is here, an Amazon Exclusive. Get yours now. #ANewView",The availability of the exchange offer differs with pincodes and products. Currently the exchange offer is available for Oneplus 5T. You can add your pincode and product details to check the available exchange offer here: ^EM
5159,Notify me when the sales begin ill look forward to the “new view” :),"The Exchange Offer program is dependent on our buyback partners and hence is dynamic according to the pincodes and sellers. If the exchange option is available, it would be displayed on the product detail page. ^GK"
5159,"The all new OnePlus 5T is here, an Amazon Exclusive. Get yours now. #ANewView",You may refer to the link here: to purchase the phone :) ^PS
5159,cheater company cheated rs 8499.,You're welcome. Do keep us posted if you have more queries. ^AU
5159,"50 din se apna issue bata rha hu, avi v aap mera issue janana chahte hai. very irritating company and cheater company",There are 2 variants at 2 different prices. Kindly check it here: ^NS
5159,Where is No Cost Emi from on #Oneplus5t Really Disappointing,The best deals and offers available are listed on the website. For more details kindly refer to the link here: ^SY
5159,Extra 3k off isthe teskunta ra labbe,EMI purchases using a Bajaj Finserv Loan cards is available on select items sold by select sellers. I'll be sure to pass on your comments to the concerned team. ^NS
5159,Can one exchange one plus 5 with a one plus 5T,The list of used products accepted under the Exchange Offer program is dependent on our buyback partners. You can check the available options for exchange on the product page here: ^EM
5159,I have ordered on 24 and still you are not able to deliver this to me. Very disappointed from your courier service. #worst courier service,Sorry for the delay in delivering the order. Has this been reported to our support team yet. You may connect with the team from here and they will do the needful to help.1/2 ^KK
5159,kitna ka hai,You can find the price and other related details for the product here: ^AP
5159,Sir one plus 5 ka sath koi exchange offer hai.,We've exchange offer available for Oneplus 5T. Please note that exchange is not available for all pin codes and phone models. For more details kindly check this link: ^SY
5159,Can I view at app??,"Yes, you can. ^SI"
5159,"Please make me notified when there is any offer or sale on this phone I really want to buy it but as a student I can't afford to buy one.., so if there is any sale ,offer or price drops it will be really beneficial for me and i can look for it.,😃",You will get all the latest offers and best deal on our website for the mobile. Stay tuned with us! ^SF
